comparison,control_id,hebrew,first_reference,first_value,first_base12,full_value,full_base12,first_palindrome,full_palindrome,completion_hit
all_three_word_controls,C0229334,ולא פחדו ולא,Jer.36.24,37,31,172,124,no,no,no
all_three_word_controls,C0229354,ולא שמעו ולא,2Kgs.18.12,37,31,490,34A,no,no,no
all_three_word_controls,C0229377,ולא תחמל ולא,Deut.13.9,37,31,552,3A0,no,no,no
all_three_word_controls,C0229396,ולא תספד ולא,Ezek.24.16,37,31,618,436,no,no,no
all_three_word_controls,C0229398,ולא תעמד ולא,Dan.11.17,37,31,588,410,no,no,no
all_three_word_controls,C0229403,ולא תצמח ולא,Deut.29.22,37,31,612,430,no,no,no
all_three_word_controls,C0229591,ומן הבקר ומן,Num.31.28,96,80,499,357,no,no,no
all_three_word_controls,C0229801,ועד היבק ועד,Judg.11.13,80,68,277,1B1,no,yes,yes
all_three_word_controls,C0229808,ועד חרבו ועד,1Sam.18.4,80,68,376,274,no,no,no
all_three_word_controls,C0229820,ועד קשתו ועד,1Sam.18.4,80,68,966,686,no,yes,yes
all_three_word_controls,C0229839,ועל אדום ועל,Jer.9.25,106,8A,263,19B,no,no,no
all_three_word_controls,C0229853,ועל בניו ועל,Exod.29.21,106,8A,280,1B4,no,no,no
all_three_word_controls,C0229855,ועל בצרה ועל,Jer.48.24,106,8A,509,365,no,no,no
all_three_word_controls,C0229861,ועל האדם ועל,Hag.1.11,106,8A,262,19A,no,no,no
all_three_word_controls,C0229863,ועל הדגן ועל,Hag.1.11,106,8A,274,1AA,no,no,no
all_three_word_controls,C0229864,ועל העוף ועל,1Kgs.5.13,106,8A,373,271,no,no,no
all_three_word_controls,C0229865,ועל העשק ועל,Jer.22.17,106,8A,687,493,no,no,no
all_three_word_controls,C0229866,ועל הרמש ועל,1Kgs.5.13,106,8A,757,531,no,no,no
all_three_word_controls,C0229867,ועל זרעו ועל,Jer.36.31,106,8A,495,353,no,yes,yes
all_three_word_controls,C0229868,ועל זרעם ועל,Esth.9.27,106,8A,529,381,no,no,no
all_three_word_controls,C0229871,ועל יצהר ועל,Jer.31.12,106,8A,517,371,no,no,no
all_three_word_controls,C0229889,ועל מואב ועל,Jer.9.25,106,8A,261,199,no,no,no
all_three_word_controls,C0229899,ועל פרעה ועל,Jer.46.25,106,8A,567,3B3,no,yes,yes
all_three_word_controls,C0229908,ועל תירש ועל,Jer.31.12,106,8A,1122,796,no,no,no
all_three_word_controls,C0230292,ושם תמות ושם,Jer.20.6,346,24A,1538,A82,no,no,no
all_three_word_controls,C0230724,זעיר שם זעיר,Isa.28.10,287,1BB,914,642,no,no,no
all_three_word_controls,C0230893,חטאת על חטאת,Isa.30.1,418,2AA,936,660,no,no,no
all_three_word_controls,C0231032,חמאה כי חמאה,Isa.7.22,54,46,138,B6,no,no,no
all_three_word_controls,C0231194,חרב יפלו חרב,Ezek.32.20,210,156,546,396,no,no,no
all_three_word_controls,C0231803,יואב כי יואב,1Kgs.2.28,19,17,68,58,no,no,no
all_three_word_controls,C0231868,יום לשנה יום,Ezek.4.6,56,48,497,355,no,no,no
all_three_word_controls,C0231959,יחד ואיש יחד,Prov.27.17,22,1A,361,261,no,no,no
all_three_word_controls,C0231975,יחי המלך יחי,2Sam.16.16,28,24,151,107,no,no,no
all_three_word_controls,C0232171,ימים על ימים,2Chr.21.15,100,84,300,210,no,no,no
all_three_word_controls,C0233555,כי נדמיתי כי,Isa.6.5,30,26,574,3BA,no,no,no
all_three_word_controls,C0233729,כי תנאפנה כי,Hos.4.14,30,26,646,45A,no,no,no
all_three_word_controls,C0233892,כל גדותיו כל,Josh.3.15,50,42,529,381,no,no,no
all_three_word_controls,C0234263,כלה בחמה כלה,Ps.59.14,55,47,165,119,no,no,no
all_three_word_controls,C0234278,כלו בעשן כלו,Ps.37.20,56,48,534,386,no,no,no
all_three_word_controls,C0234981,לא כבדתני לא,Isa.43.23,31,27,548,398,no,no,no
all_three_word_controls,C0235159,לא תזכירו לא,Exod.23.13,31,27,705,4A9,no,no,no
all_three_word_controls,C0235753,להם ויצר להם,Judg.2.15,75,63,456,320,no,no,no
all_three_word_controls,C0235757,להם ומצא להם,Num.11.22,75,63,287,1BB,no,no,no
all_three_word_controls,C0235881,לו ויזבחו לו,Exod.32.8,36,30,111,93,no,no,no
all_three_word_controls,C0236086,לחת העדת לחת,Exod.31.18,438,306,1355,94B,no,no,no
all_three_word_controls,C0236308,לך ויזמרו לך,Ps.66.4,50,42,369,269,no,no,no
all_three_word_controls,C0236435,לכל האדם לכל,1Kgs.8.38,80,68,210,156,no,no,no
all_three_word_controls,C0236633,למי אבוי למי,Prov.23.29,80,68,179,12B,no,no,no
all_three_word_controls,C0237463,מזה ואלה מזה,Josh.8.22,52,44,146,102,yes,no,no
all_three_word_controls,C0237464,מזה וגדר מזה,Num.22.24,52,44,317,225,yes,no,no
all_three_word_controls,C0237587,מי ישיבנו מי,Job.9.12,50,42,478,33A,no,no,no
all_three_word_controls,C0237896,מלך לכיש מלך,Josh.10.5,90,76,540,390,no,no,no
all_three_word_controls,C0238216,מעט שנות מעט,Prov.6.10,119,9B,994,6AA,no,no,no
all_three_word_controls,C0238295,מפה ואחד מפה,Ezek.40.49,125,A5,269,1A5,no,no,no
all_three_word_controls,C0238296,מפו ואחד מפו,Ezek.40.26,126,A6,271,1A7,no,no,no
all_three_word_controls,C0238731,נא וחזקני נא,Judg.16.28,51,43,283,1B7,no,no,no
all_three_word_controls,C0239777,עדר ובין עדר,Gen.32.17,274,1AA,616,434,no,yes,yes
all_three_word_controls,C0240011,על אדניכם על,1Sam.26.16,100,84,325,231,no,no,no
all_three_word_controls,C0240073,על בתוליה על,Judg.11.38,100,84,653,465,no,no,no
all_three_word_controls,C0240142,על הגמלים על,Gen.24.30,100,84,328,234,no,no,no
all_three_word_controls,C0240275,על ירמיהו על,Jer.25.1,100,84,471,333,no,yes,yes
all_three_word_controls,C0240589,עלי יגון עלי,Jer.8.18,110,92,289,201,no,no,no
all_three_word_controls,C0240974,עני יחטף עני,Ps.10.9,130,AA,367,267,yes,no,no
all_three_word_controls,C0241477,פני האחד פני,Ezek.10.14,140,B8,298,20A,no,no,no
all_three_word_controls,C0241709,צדק אבני צדק,Lev.19.36,194,142,451,317,no,no,no
all_three_word_controls,C0241710,צדק איפת צדק,Lev.19.36,194,142,879,613,no,no,no
all_three_word_controls,C0241713,צדק והין צדק,Lev.19.36,194,142,459,323,no,yes,yes
all_three_word_controls,C0241982,קולך כי קולך,Song.2.14,156,110,342,246,no,no,no
all_three_word_controls,C0242061,קנה חכמה קנה,Prov.4.5,155,10B,383,27B,no,no,no
all_three_word_controls,C0242365,רוח מגבה רוח,Eccl.7.8,214,15A,478,33A,no,no,no
all_three_word_controls,C0242435,רכב חמור רכב,Isa.21.7,222,166,698,4A2,no,no,no
all_three_word_controls,C0242691,שאר ישוב שאר,Isa.10.21,501,359,1320,920,no,no,no
all_three_word_controls,C0242716,שבט מישר שבט,Ps.45.7,311,21B,1172,818,no,yes,yes
all_three_word_controls,C0242750,שבע שנים שבע,Lev.25.8,372,270,1144,7B4,no,no,no
all_three_word_controls,C0243335,שמר מצוה שמר,Prov.19.16,540,390,1221,859,no,no,no
all_three_word_controls,C0243378,שנה אחרי שנה,2Sam.21.1,355,257,929,655,no,no,no
all_three_word_controls,C0243400,שנה ומאת שנה,Gen.5.18,355,257,1157,805,no,no,no
all_three_word_controls,C0243473,שנת השבע שנת,Deut.15.9,750,526,1877,1105,no,no,no
all_three_word_controls,C0243530,שפת הסיר שפת,Ezek.24.3,780,550,1835,108B,no,no,no
all_three_word_controls,C0243596,שרי מאות שרי,Exod.18.21,510,366,1467,A23,no,no,no
all_three_word_controls,C0243642,ששן ובני ששן,1Chr.2.31,650,462,1368,960,no,no,no
all_three_word_controls,C0243664,שתי קצות שתי,Exod.28.25,710,4B2,2016,1200,no,no,no
all_three_word_controls,C0244005,תנקה לא תנקה,Jer.49.12,555,3A3,1141,7B1,yes,no,no
all_three_word_controls,C0244007,תנקו לא תנקו,Jer.25.29,556,3A4,1143,7B3,no,no,no
all_three_word_controls,C0244296,אבי ובבני אבי,1Chr.28.4,13,11,96,80,yes,no,no
all_three_word_controls,C0244883,אחד ואופן אחד,Ezek.10.9,13,11,169,121,yes,yes,no
all_three_word_controls,C0245484,אכל בערים אכל,Gen.41.48,51,43,424,2B4,no,no,no
all_three_word_controls,C0245572,אלהי אבי אלהי,Gen.31.42,46,3A,105,89,no,no,no
all_three_word_controls,C0245687,אלוף אלה אלוף,1Chr.1.52,117,99,270,1A6,yes,no,no
all_three_word_controls,C0245688,אלוף אצר אלוף,Gen.36.30,117,99,525,379,yes,no,no
all_three_word_controls,C0245690,אלוף זרח אלוף,Gen.36.17,117,99,449,315,yes,no,no
all_three_word_controls,C0245691,אלוף נחת אלוף,Gen.36.17,117,99,692,498,yes,no,no
all_three_word_controls,C0245695,אלוף צפו אלוף,Gen.36.15,117,99,410,2A2,yes,yes,no
all_three_word_controls,C0245696,אלוף קנז אלוף,1Chr.1.53,117,99,391,287,yes,no,no
all_three_word_controls,C0245697,אלוף קרח אלוף,Gen.36.16,117,99,542,392,yes,no,no
all_three_word_controls,C0245698,אלוף שמה אלוף,Gen.36.17,117,99,579,403,yes,no,no
all_three_word_controls,C0246330,אנך ובידו אנך,Amos.7.7,71,5B,170,122,no,no,no
all_three_word_controls,C0246991,אשר בארצם אשר,Num.18.13,501,359,1335,933,no,no,no
all_three_word_controls,C0247000,אשר בבתים אשר,Judg.18.22,501,359,1456,A14,no,no,no
all_three_word_controls,C0247013,אשר בחרתם אשר,1Sam.12.13,501,359,1652,B58,no,no,no
all_three_word_controls,C0247019,אשר בידכם אשר,Jer.21.4,501,359,1078,75A,no,no,no
all_three_word_controls,C0247048,אשר בעפרה אשר,Judg.6.11,501,359,1359,953,no,no,no
all_three_word_controls,C0247059,אשר בשילו אשר,Jer.7.12,501,359,1350,946,no,no,no
all_three_word_controls,C0247413,אשר עליהן אשר,Lev.4.9,501,359,1167,813,no,no,no
all_three_word_controls,C0248553,אתה וישכב אתה,Gen.34.2,406,29A,1150,7BA,no,no,no
all_three_word_controls,C0248652,אתו ויקדש אתו,Num.7.1,407,29B,1234,86A,no,no,no
all_three_word_controls,C0248660,אתו וקדשת אתו,Exod.40.13,407,29B,1624,B34,no,no,no
all_three_word_controls,C0248727,אתך ולבוא אתך,1Kgs.13.16,421,2B1,887,61B,no,no,no
all_three_word_controls,C0248764,אתכם לתת אתכם,2Chr.32.11,461,325,1752,1020,no,no,no
all_three_word_controls,C0248802,אתם והנפת אתם,Num.8.15,441,309,1423,9A7,no,no,no
all_three_word_controls,C0248804,אתם וישרת אתם,Gen.40.4,441,309,1798,105A,no,no,no
all_three_word_controls,C0248807,אתם ולקלי אתם,2Kgs.10.6,441,309,1058,742,no,no,no
all_three_word_controls,C0249228,בגדי הבד בגדי,Lev.16.32,19,17,49,41,no,no,no
all_three_word_controls,C0249253,בגפו יבא בגפו,Exod.21.3,91,77,195,143,yes,no,no
all_three_word_controls,C0249855,בית האסור בית,Jer.37.15,412,2A4,1096,774,no,no,no
all_three_word_controls,C0249892,בית ישראל בית,Ezek.12.9,412,2A4,1365,959,no,yes,yes
all_three_word_controls,C0250081,בכל שעריך בכל,Deut.28.52,52,44,704,4A8,yes,no,no
all_three_word_controls,C0250091,בכם ויבחר בכם,Deut.7.7,62,52,350,252,no,yes,yes
all_three_word_controls,C0250174,בלע ישראל בלע,Lam.2.5,102,86,745,521,no,no,no
all_three_word_controls,C0250202,בם ונודעתי בם,Ezek.35.11,42,36,630,446,no,no,no
all_three_word_controls,C0250203,בם ונקדשתי בם,Ezek.28.25,42,36,954,676,no,yes,yes
all_three_word_controls,C0250289,במשא יסר במשא,1Chr.15.22,343,247,956,678,no,no,no
all_three_word_controls,C0250320,בנו אלעשה בנו,1Chr.8.37,58,4A,522,376,no,no,no
all_three_word_controls,C0250321,בנו אלקנה בנו,1Chr.6.12,58,4A,302,212,no,yes,yes
all_three_word_controls,C0250322,בנו אמריה בנו,1Chr.6.37,58,4A,372,270,no,no,no
all_three_word_controls,C0250333,בנו ואסיר בנו,1Chr.6.8,58,4A,393,289,no,no,no
all_three_word_controls,C0250334,בנו וזכרי בנו,1Chr.26.25,58,4A,359,25B,no,no,no
all_three_word_controls,C0250344,בנו ושאול בנו,1Chr.6.9,58,4A,459,323,no,yes,yes
all_three_word_controls,C0250345,בנו זרחיה בנו,1Chr.6.36,58,4A,346,24A,no,no,no
all_three_word_controls,C0250346,בנו יאתרי בנו,1Chr.6.6,58,4A,737,515,no,yes,yes
all_three_word_controls,C0250347,בנו יהושע בנו,1Chr.7.27,58,4A,507,363,no,yes,yes
all_three_word_controls,C0250353,בנו עזריה בנו,1Chr.3.12,58,4A,408,2A0,no,no,no
all_three_word_controls,C0250354,בנו פינחס בנו,1Chr.6.35,58,4A,324,230,no,no,no
all_three_word_controls,C0250355,בנו צדקיה בנו,1Chr.3.16,58,4A,325,231,no,no,no
all_three_word_controls,C0250360,בנות ושם בנות,Num.26.33,458,322,1262,892,no,no,no
all_three_word_controls,C0250390,בני בצלות בני,Ezra.2.52,62,52,652,464,no,yes,yes
all_three_word_controls,C0250391,בני בצלית בני,Neh.7.54,62,52,656,468,no,no,no
all_three_word_controls,C0250392,בני בקבוק בני,Ezra.2.51,62,52,334,23A,no,no,no
all_three_word_controls,C0250394,בני ברקוס בני,Ezra.2.53,62,52,492,350,no,no,no
all_three_word_controls,C0250403,בני דרקון בני,Ezra.2.56,62,52,484,344,no,no,no
all_three_word_controls,C0250414,בני הספרת בני,Ezra.2.55,62,52,869,605,no,no,no
all_three_word_controls,C0250424,בני חטיטא בני,Ezra.2.42,62,52,161,115,no,no,no
all_three_word_controls,C0250431,בני חקופא בני,Ezra.2.51,62,52,319,227,no,no,no
all_three_word_controls,C0250432,בני חשופא בני,Ezra.2.43,62,52,519,373,no,yes,yes
all_three_word_controls,C0250435,בני טוביה בני,Ezra.2.60,62,52,156,110,no,no,no
all_three_word_controls,C0250436,בני טלמון בני,Ezra.2.42,62,52,259,197,no,no,no
all_three_word_controls,C0250504,בני מחידא בני,Ezra.2.52,62,52,187,137,no,no,no
all_three_word_controls,C0250519,בני נקודא בני,Ezra.2.48,62,52,285,1B9,no,no,no
all_three_word_controls,C0250520,בני סופרת בני,Neh.7.57,62,52,870,606,no,yes,yes
all_three_word_controls,C0250521,בני סיסרא בני,Ezra.2.53,62,52,455,31B,no,no,no
all_three_word_controls,C0250522,בני סיעהא בני,Ezra.2.44,62,52,270,1A6,no,no,no
all_three_word_controls,C0250525,בני עבדיה בני,1Chr.3.21,62,52,215,15B,no,no,no
all_three_word_controls,C0250566,בני שפטיה בני,Ezra.2.57,62,52,528,380,no,no,no
all_three_word_controls,C0250568,בני שרביה בני,Neh.9.4,62,52,641,455,no,no,no
all_three_word_controls,C0250606,בנים ולב בנים,Mal.3.24,102,86,242,182,no,no,no
all_three_word_controls,C0250740,בעל ומריב בעל,1Chr.8.34,102,86,462,326,no,no,no
all_three_word_controls,C0250791,בערי ההר בערי,Jer.33.13,282,1B6,774,546,no,no,no
all_three_word_controls,C0250868,בצל החכמה בצל,Eccl.7.12,122,A2,322,22A,no,no,no
all_three_word_controls,C0250959,בקשו צדק בקשו,Zeph.2.3,408,2A0,1010,702,no,no,no
all_three_word_controls,C0251643,דביר ושם דביר,Judg.1.11,216,160,778,54A,no,no,no
all_three_word_controls,C0251828,דוד ויאמר דוד,1Sam.26.17,14,12,285,1B9,no,no,no
all_three_word_controls,C0251834,דוד ויטהו דוד,2Sam.6.10,14,12,64,54,no,no,no
all_three_word_controls,C0251836,דוד וימהר דוד,1Sam.17.48,14,12,289,201,no,no,no
all_three_word_controls,C0251842,דוד וישמע דוד,2Sam.5.17,14,12,454,31A,no,no,no
all_three_word_controls,C0251990,דמשק הנה דמשק,Isa.17.1,444,310,948,670,no,no,no
all_three_word_controls,C0252314,האפד ואת האפד,Exod.29.5,90,76,587,40B,no,no,no
all_three_word_controls,C0253034,הוא ואליו הוא,Deut.24.15,12,10,77,65,no,no,no
all_three_word_controls,C0253428,החל העולה החל,2Chr.29.27,43,37,202,14A,no,no,no
all_three_word_controls,C0253754,הים ויעמד הים,Jonah.1.15,55,47,240,180,no,no,no
all_three_word_controls,C0253758,הים וישתק הים,Jonah.1.12,55,47,926,652,no,no,no
all_three_word_controls,C0254201,המה חכמים המה,Jer.4.22,50,42,218,162,no,no,no
all_three_word_controls,C0254394,המלך יחי המלך,2Sam.16.16,95,7B,218,162,no,no,no
all_three_word_controls,C0254930,העלה הוא העלה,Lev.6.2,110,92,232,174,no,no,no
all_three_word_controls,C0255013,העם ויעמד העם,Exod.18.13,115,97,360,260,no,no,no
all_three_word_controls,C0255572,השמן הבת השמן,Ezek.45.14,395,28B,1197,839,no,no,no
all_three_word_controls,C0255584,השמש ובא השמש,Eccl.1.5,645,459,1299,903,no,no,no
all_three_word_controls,C0255818,ואין זבח ואין,Hos.3.4,67,57,151,107,no,no,no
all_three_word_controls,C0255819,ואין חסד ואין,Hos.4.1,67,57,206,152,no,no,no
all_three_word_controls,C0255837,ואין ענה ואין,1Kgs.18.29,67,57,259,197,no,no,no
all_three_word_controls,C0255841,ואין קול ואין,1Kgs.18.26,67,57,270,1A6,no,no,no
all_three_word_controls,C0255844,ואין ראה ואין,1Sam.26.12,67,57,340,244,no,no,no
all_three_word_controls,C0255904,ואל אלעזר ואל,Lev.10.12,37,31,382,27A,no,no,no
all_three_word_controls,C0255921,ואל האבות ואל,Isa.19.3,37,31,488,348,no,no,no
all_three_word_controls,C0255922,ואל האטים ואל,Isa.19.3,37,31,139,B7,no,no,no
all_three_word_controls,C0255925,ואל המזרח ואל,Dan.8.9,37,31,334,23A,no,no,no
all_three_word_controls,C0255926,ואל הנזיד ואל,Hag.2.12,37,31,150,106,no,no,no
all_three_word_controls,C0255960,ואל תאכלו ואל,Esth.4.16,37,31,531,383,no,yes,yes
all_three_word_controls,C0255968,ואל תחפזו ואל,Deut.20.3,37,31,575,3BB,no,no,no
all_three_word_controls,C0256077,ואמר אפס ואמר,Amos.6.10,247,187,635,44B,no,no,no
all_three_word_controls,C0256130,ואני אשא ואני,Isa.46.4,67,57,436,304,no,no,no
all_three_word_controls,C0256290,ואת אבישי ואת,2Sam.18.5,407,29B,1137,7A9,no,no,no
all_three_word_controls,C0256291,ואת אדליא ואת,Esth.9.8,407,29B,860,5B8,no,no,no
all_three_word_controls,C0256292,ואת אדניה ואת,Exod.35.17,407,29B,884,618,no,no,no
all_three_word_controls,C0256296,ואת אופיר ואת,1Chr.1.23,407,29B,1111,787,no,yes,yes
all_three_word_controls,C0256297,ואת אחותי ואת,Josh.2.13,407,29B,1239,873,no,no,no
all_three_word_controls,C0256304,ואת אחימן ואת,Josh.15.14,407,29B,923,64B,no,no,no
all_three_word_controls,C0256305,ואת אילון ואת,1Chr.6.54,407,29B,911,63B,no,no,no
all_three_word_controls,C0256307,ואת אכזיב ואת,Judg.1.31,407,29B,854,5B2,no,no,no
all_three_word_controls,C0256311,ואת אלעלא ואת,Num.32.37,407,29B,946,66A,no,no,no
all_three_word_controls,C0256318,ואת אריסי ואת,Esth.9.9,407,29B,1095,773,no,no,no
all_three_word_controls,C0256328,ואת אשתמע ואת,1Chr.6.42,407,29B,1625,B35,no,no,no
all_three_word_controls,C0256329,ואת אתתיו ואת,Deut.11.3,407,29B,1631,B3B,no,yes,yes
all_three_word_controls,C0256348,ואת בנתיה ואת,Judg.1.27,407,29B,1281,8A9,no,no,no
all_three_word_controls,C0256350,ואת בנתיו ואת,Gen.36.6,407,29B,1282,8AA,no,no,no
all_three_word_controls,C0256357,ואת בתיהם ואת,Deut.11.6,407,29B,1271,89B,no,no,no
all_three_word_controls,C0256358,ואת גבולה ואת,Judg.1.18,407,29B,860,5B8,no,no,no
all_three_word_controls,C0256368,ואת דלפון ואת,Esth.9.7,407,29B,984,6A0,no,no,no
all_three_word_controls,C0256370,ואת האדרת ואת,Josh.7.24,407,29B,1424,9A8,no,no,no
all_three_word_controls,C0256377,ואת האליה ואת,Lev.8.25,407,29B,865,601,no,no,no
all_three_word_controls,C0256379,ואת האמרי ואת,1Chr.1.14,407,29B,1070,752,no,no,no
all_three_word_controls,C0256381,ואת האפוד ואת,Judg.18.17,407,29B,910,63A,no,no,no
all_three_word_controls,C0256383,ואת הארגז ואת,1Sam.6.11,407,29B,1030,71A,no,no,no
all_three_word_controls,C0256405,ואת הגלעד ואת,2Kgs.15.29,407,29B,926,652,no,no,no
all_three_word_controls,C0256407,ואת הדורם ואת,1Chr.1.21,407,29B,1069,751,no,no,no
all_three_word_controls,C0256410,ואת החזות ואת,Lev.9.21,407,29B,1240,874,no,no,no
all_three_word_controls,C0256415,ואת החציר ואת,Num.11.5,407,29B,1127,79B,no,no,no
all_three_word_controls,C0256416,ואת החקים ואת,2Kgs.17.37,407,29B,977,695,no,no,no
all_three_word_controls,C0256417,ואת החתום ואת,Jer.32.14,407,29B,1273,8A1,no,no,no
all_three_word_controls,C0256419,ואת היעים ואת,1Kgs.7.40,407,29B,949,671,no,no,no
all_three_word_controls,C0256422,ואת הכיור ואת,Exod.31.9,407,29B,1055,73B,no,no,no
all_three_word_controls,C0256425,ואת הכלית ואת,Lev.9.10,407,29B,1279,8A7,no,no,no
all_three_word_controls,C0256426,ואת הכפות ואת,2Kgs.25.14,407,29B,1325,925,no,no,no
all_three_word_controls,C0256429,ואת המזבח ואת,Exod.29.44,407,29B,876,610,no,no,no
all_three_word_controls,C0256432,ואת המלוא ואת,1Kgs.9.15,407,29B,896,628,no,no,no
all_three_word_controls,C0256433,ואת המנחה ואת,1Kgs.8.64,407,29B,922,64A,no,no,no
all_three_word_controls,C0256434,ואת המנרה ואת,Exod.30.27,407,29B,1114,78A,no,no,no
all_three_word_controls,C0256440,ואת המקנה ואת,Judg.18.21,407,29B,1014,706,no,no,no
all_three_word_controls,C0256442,ואת הנשים ואת,Jer.43.6,407,29B,1219,857,no,no,no
all_three_word_controls,C0256444,ואת הסירת ואת,2Kgs.25.14,407,29B,1489,A41,no,no,no
all_three_word_controls,C0256446,ואת הספים ואת,Jer.52.19,407,29B,1009,701,no,no,no
all_three_word_controls,C0256447,ואת הסרות ואת,Jer.52.18,407,29B,1485,A39,no,no,no
all_three_word_controls,C0256448,ואת העולה ואת,Ezek.45.17,407,29B,930,656,no,yes,yes
all_three_word_controls,C0256453,ואת העצים ואת,1Kgs.18.38,407,29B,1029,719,no,no,no
all_three_word_controls,C0256454,ואת הערבה ואת,Josh.11.16,407,29B,1096,774,no,no,no
all_three_word_controls,C0256456,ואת הערקי ואת,1Chr.1.15,407,29B,1199,83B,no,no,no
all_three_word_controls,C0256459,ואת הפרזי ואת,Gen.15.20,407,29B,1116,790,no,no,no
all_three_word_controls,C0256461,ואת הצמרי ואת,1Chr.1.16,407,29B,1159,807,no,no,no
all_three_word_controls,C0256463,ואת הקנזי ואת,Gen.15.19,407,29B,986,6A2,no,no,no
all_three_word_controls,C0256465,ואת הרחמה ואת,Deut.14.17,407,29B,1072,754,no,no,no
all_three_word_controls,C0256467,ואת הרצים ואת,2Kgs.11.19,407,29B,1159,807,no,no,no
all_three_word_controls,C0256470,ואת השלחן ואת,Exod.30.27,407,29B,1207,847,no,no,no
all_three_word_controls,C0256473,ואת השמנה ואת,Ezek.34.16,407,29B,1214,852,no,no,no
all_three_word_controls,C0256475,ואת השפלה ואת,Josh.11.16,407,29B,1234,86A,no,no,no
all_three_word_controls,C0256477,ואת התחמס ואת,Deut.14.15,407,29B,1327,927,no,no,no
all_three_word_controls,C0256478,ואת התכלת ואת,Exod.28.5,407,29B,1669,B71,no,no,no
all_three_word_controls,C0256483,ואת חוילה ואת,1Chr.1.23,407,29B,873,609,no,no,no
all_three_word_controls,C0256487,ואת חלבהן ואת,Lev.8.25,407,29B,909,639,no,no,no
all_three_word_controls,C0256492,ואת חשבון ואת,1Chr.6.66,407,29B,1180,824,no,no,no
all_three_word_controls,C0256497,ואת יעזיר ואת,1Chr.6.66,407,29B,1111,787,no,yes,yes
all_three_word_controls,C0256498,ואת יקמעם ואת,1Chr.6.53,407,29B,1074,756,no,no,no
all_three_word_controls,C0256502,ואת יתמיו ואת,Isa.9.16,407,29B,1280,8A8,no,yes,yes
all_three_word_controls,C0256518,ואת כפתיו ואת,Exod.37.16,407,29B,1330,92A,no,no,no
all_three_word_controls,C0256520,ואת להבים ואת,1Chr.1.11,407,29B,901,631,no,no,no
all_three_word_controls,C0256525,ואת מגרשה ואת,Josh.21.13,407,29B,1362,956,no,no,no
all_three_word_controls,C0256531,ואת מחנים ואת,1Chr.6.65,407,29B,962,682,no,no,no
all_three_word_controls,C0256533,ואת מיפעת ואת,1Chr.6.64,407,29B,1414,99A,no,no,no
all_three_word_controls,C0256543,ואת מנחתו ואת,2Kgs.16.15,407,29B,1318,91A,no,no,no
all_three_word_controls,C0256544,ואת מנקתה ואת,Gen.24.59,407,29B,1409,995,no,no,no
all_three_word_controls,C0256549,ואת מפבשת ואת,2Sam.21.8,407,29B,1636,B44,no,no,no
all_three_word_controls,C0256552,ואת מקנהו ואת,Gen.36.6,407,29B,1015,707,no,yes,yes
all_three_word_controls,C0256562,ואת נרתיה ואת,Exod.35.14,407,29B,1479,A33,no,no,no
all_three_word_controls,C0256568,ואת עבדון ואת,1Chr.6.59,407,29B,946,66A,no,no,no
all_three_word_controls,C0256569,ואת עבדיו ואת,Jer.21.7,407,29B,906,636,no,yes,yes
all_three_word_controls,C0256572,ואת עזמות ואת,1Chr.8.36,407,29B,1337,935,no,no,no
all_three_word_controls,C0256574,ואת עלמון ואת,Josh.21.18,407,29B,1010,702,no,no,no
all_three_word_controls,C0256579,ואת עמלנו ואת,Deut.26.7,407,29B,1010,702,no,no,no
all_three_word_controls,C0256581,ואת ענמים ואת,1Chr.1.11,407,29B,1024,714,no,no,no
all_three_word_controls,C0256582,ואת ענתות ואת,1Chr.6.45,407,29B,1740,1010,no,no,no
all_three_word_controls,C0256583,ואת עקרון ואת,Jer.25.20,407,29B,1240,874,no,no,no
all_three_word_controls,C0256593,ואת פורתא ואת,Esth.9.8,407,29B,1501,A51,no,no,no
all_three_word_controls,C0256603,ואת קבצים ואת,Josh.21.22,407,29B,1056,740,no,no,no
all_three_word_controls,C0256604,ואת קדמות ואת,1Chr.6.64,407,29B,1364,958,no,no,no
all_three_word_controls,C0256605,ואת קדשיו ואת,2Kgs.12.19,407,29B,1234,86A,no,no,no
all_three_word_controls,C0256609,ואת קרדמו ואת,1Sam.13.20,407,29B,1164,810,no,no,no
all_three_word_controls,C0256613,ואת ראמות ואת,1Chr.6.58,407,29B,1461,A19,no,no,no
all_three_word_controls,C0256624,ואת רעתכם ואת,Jer.44.9,407,29B,1544,A88,no,no,no
all_three_word_controls,C0256639,ואת שמריה ואת,2Chr.11.19,407,29B,1369,961,no,no,no
all_three_word_controls,C0256650,ואת תורתי ואת,Ezek.44.24,407,29B,1830,1086,no,no,no
all_three_word_controls,C0256652,ואת תימני ואת,1Chr.4.6,407,29B,1324,924,no,no,no
all_three_word_controls,C0256676,ואתה תשא ואתה,1Kgs.5.23,412,2A4,1525,A71,no,no,no
all_three_word_controls,C0256772,ובין אבי ובין,2Chr.16.3,68,58,149,105,no,no,no
all_three_word_controls,C0256780,ובין החל ובין,Lev.10.10,68,58,179,12B,no,no,no
all_three_word_controls,C0256788,ובין רעי ובין,Gen.13.8,68,58,416,2A8,no,no,no
all_three_word_controls,C0256808,ובית ענת ובית,Josh.19.38,418,2AA,1356,950,no,no,no
all_three_word_controls,C0256920,ובעד העם ובעד,2Kgs.22.13,82,6A,279,1B3,no,no,no
